mean_fit_time,mean_score_time,mean_test_score,param_ADA__base_estimator__class_weight,param_ADA__base_estimator__criterion,param_ADA__base_estimator__max_depth,param_ADA__learning_rate,param_ADA__n_estimators,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,std_fit_time,std_score_time,std_test_score
0.573653280735,0.018888771534,0.617814464637,balanced,entropy,1,0.060999999999999992,150,"{'ADA__learning_rate': 0.060999999999999992, 'ADA__n_estimators': 150, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",581,0.608367558951,0.635894127955,0.617676538143,0.609320748769,0.0110208412275,0.00237058826111,0.0110506889953
0.0208702087402,0.0013707280159,0.580041479299,balanced,entropy,1,0.070999999999999994,5,"{'ADA__learning_rate': 0.070999999999999994, 'ADA__n_estimators': 5, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",1334,0.568567689839,0.599118216206,0.582892246201,0.569593067472,0.00266001153881,0.00023192211706,0.0123803799116
0.0518167614937,0.00200825929642,0.583852145454,balanced,entropy,1,0.070999999999999994,10,"{'ADA__learning_rate': 0.070999999999999994, 'ADA__n_estimators': 10, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",1255,0.572156804373,0.608694082375,0.584335247644,0.570220459404,0.0117357683716,0.000467185338817,0.0153314482978
0.0582965612411,0.00214147567749,0.595483264202,balanced,entropy,1,0.070999999999999994,15,"{'ADA__learning_rate': 0.070999999999999994, 'ADA__n_estimators': 15, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",1058,0.579698488077,0.620371216831,0.608929011368,0.57294349341,0.000878405369082,3.79059298825e-05,0.019731509484
0.11478894949,0.00380247831345,0.600008946473,balanced,entropy,1,0.070999999999999994,30,"{'ADA__learning_rate': 0.070999999999999994, 'ADA__n_estimators': 30, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",933,0.586338800603,0.623244780049,0.614137894626,0.57631993316,0.00579518388794,9.91635544456e-05,0.0192827442804
0.189684510231,0.00585025548935,0.594248483965,balanced,entropy,1,0.070999999999999994,50,"{'ADA__learning_rate': 0.070999999999999994, 'ADA__n_estimators': 50, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",1090,0.587862836156,0.614310592302,0.610436282228,0.564374237757,0.00758096365407,8.17293142543e-05,0.0199800063029
0.361206710339,0.0123280286789,0.613938722844,balanced,entropy,1,0.070999999999999994,100,"{'ADA__learning_rate': 0.070999999999999994, 'ADA__n_estimators': 100, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",675,0.612407382065,0.630348028129,0.616359015086,0.596622183048,0.00470320591232,0.00125749332132,0.0120115884301
0.540975987911,0.0179730057716,0.621209264821,balanced,entropy,1,0.070999999999999994,150,"{'ADA__learning_rate': 0.070999999999999994, 'ADA__n_estimators': 150, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",482,0.613527152508,0.63613264506,0.623021611357,0.612156254256,0.00792756054035,0.00150931195859,0.00957931862061
0.0199264883995,0.00106412172318,0.57712710104,balanced,entropy,1,0.080999999999999989,5,"{'ADA__learning_rate': 0.080999999999999989, 'ADA__n_estimators': 5, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",1368,0.568567689839,0.599118216206,0.57122275627,0.569593067472,0.00160350972071,4.40559779728e-05,0.0127347197733
0.0378755927086,0.00178796052933,0.592596138048,balanced,entropy,1,0.080999999999999989,10,"{'ADA__learning_rate': 0.080999999999999989, 'ADA__n_estimators': 10, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",1116,0.572156804373,0.61909797134,0.608929011368,0.570220459404,0.00165138744995,0.000319778530373,0.0217239184231
0.0574392676353,0.00255703926086,0.595795528671,balanced,entropy,1,0.080999999999999989,15,"{'ADA__learning_rate': 0.080999999999999989, 'ADA__n_estimators': 15, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",1051,0.585439935535,0.61901620328,0.608841023475,0.569881514738,0.0037951091915,0.000449169434927,0.0192851179907
0.114110469818,0.00381278991699,0.598162147674,balanced,entropy,1,0.080999999999999989,30,"{'ADA__learning_rate': 0.080999999999999989, 'ADA__n_estimators': 30, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",983,0.589212363822,0.623244780049,0.607512788849,0.572668818162,0.00291972519597,0.000179749979349,0.0190143163265
0.169247686863,0.00613123178482,0.59712073386,balanced,entropy,1,0.080999999999999989,50,"{'ADA__learning_rate': 0.080999999999999989, 'ADA__n_estimators': 50, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",1014,0.591815405326,0.610359131225,0.613598490587,0.572706308655,0.00329488766978,0.000403661608286,0.016356955472
0.331430733204,0.0111790299416,0.616191479082,balanced,entropy,1,0.080999999999999989,100,"{'ADA__learning_rate': 0.080999999999999989, 'ADA__n_estimators': 100, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",613,0.614931929508,0.626439736525,0.616359015086,0.607024647322,0.00198003857734,0.000150572269262,0.00690334140626
0.520276129246,0.0164839625359,0.62659722713,balanced,entropy,1,0.080999999999999989,150,"{'ADA__learning_rate': 0.080999999999999989, 'ADA__n_estimators': 150, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",344,0.623578944793,0.640681506992,0.622984120863,0.619133311604,0.0231206140904,0.000201182223452,0.00831045141469
0.0182355642319,0.00110113620758,0.580379438331,balanced,entropy,1,0.090999999999999984,5,"{'ADA__learning_rate': 0.090999999999999984, 'ADA__n_estimators': 5, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",1324,0.569917217505,0.599118216206,0.582892246201,0.569593067472,0.000483932471179,0.00012164845112,0.0120772651685
0.0369231700897,0.00157159566879,0.592381610645,balanced,entropy,1,0.090999999999999984,10,"{'ADA__learning_rate': 0.090999999999999984, 'ADA__n_estimators': 10, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy'}",1120,0.573593585982,0.621813677418,0.608929011368,0.56520132395,0.000515392371244,4.58413584115e-06,0.0236203397081
